title,intro,order,votes,comensales,duración,para,dificultad,coste,types,ingredientes,url
Calabacín relleno de arroz y atún,Aprende cómo preparar un calabacín relleno de arroz y atún de forma sencilla y práctica de la mano de RecetasGratis con este paso a paso. Verás que además estos calabacines rellenos de arroz son muy económicos de hacer así que ponte manos a la obra y empieza revisando los ingredientes que necesitas.,"['1\nLava bajo el grifo bien los calabacines y sin pelarlos ni quitarles el pedúnculo, córtalos por la mitad longitudinalmente.', '2\nEspolvorea una pizca de sal y un chorrito de aceite (puedes utilizar el aceite escurrido de las latas de atún) por encima, y con el horno precalentado a 200 ºC cocina los calabacines entre 10 y 15 minutos hasta que estén blandos. También puedes hervirlos unos 10 minutos en una olla con agua y sal si lo prefieres.\nTruco: Para ahorrar tiempo, cocina los vegetales en el microondas durante unos 8-10 minutos a 750-850 W de potencia.', '3\nAl mismo tiempo, pon una olla con agua a hervir y cuece el arroz con una pizca de sal durante unos 15 minutos, según el tipo de arroz que sea.\nTruco: Si escoges preparar un calabacín relleno de arroz integral tendrás que cocerlo el doble de tiempo.', '4\nMientras tanto, pela y pica la cebolla y los ajos y ponlos a pochar en una sartén con un poco de aceite de las latas, así los calabacines rellenos de arroz y atún estarán mucho más sabrosos.', '5\nAñade el pimiento rojo picado a continuación y sigue cocinando hasta que esté todo bien dorado.', '6\nDespués agrega el atún escurrido y el tomate frito y cocina este sofrito unos 5 minutos más para que se integren todos los sabores.Puedes utilizar una salsa de tomate para lasaña casera en lugar del tomate frito comprado si quieres.', '7\nUna vez cocinados los calabacines, con ayuda de una cuchara sopera sacamos la pulpa con cuidado de manera que quede hueco para rellanarlos, y esta la agregamos al sofrito bien picada.', '8\nCuando el arroz esté hervido, escúrrelo bien, agrégalo al sofrito y mézclalo todo bien unos 5 minutos más. Rectifica de sabor si es necesario.', '9\nRellena los calabacines con el sofrito con arroz con cuidado de no quemarte, espolvorea un puñado de queso rallado al gusto y gratínalos.\nTruco: Este paso es totalmente opcional porque ya te puedes comer los calabacines rellenos de arroz directamente así sin gratinar.', '10\nSirve cada calabacín relleno de arroz y atún en un plato acompañado de un poco de ensalada verde y un poco del sofrito si te ha sobrado por ejemplo. De postre te recomiendo una mousse de chocolate blanco con claras de huevo para completar tu menú.']",Valoración: 4 (1 voto),4 comensales,45m,Plato principal,Dificultad baja,,[],"['2 calabacines', '1 vaso de arroz', '1 cebolla', '2 ajos', '½ pimiento rojo', '1 bote de tomate frito', 'Sal', '1 puñado de queso rallado (opcional)', 'Aceite de oliva (opcional)', '2 latas de atún en aceite de oliva o al natural']",https://www.recetasgratis.net/receta-de-calabacin-relleno-de-arroz-y-atun-70537.html
Pastel de calabacín sin nata,"¡Preparar un pastel de calabacín sin nata y sin leche es posible! ¿Cómo? Muy sencillo, utilizando queso o yogur como ingrediente sustituto. Si optamos por un yogur sin nada de azúcar, el resultado será un pastel salado todavía más saludable y con menos calorías. ¿Te apetece probarlo? Pues sigue leyendo y cocina de la mano de RecetasGratis, donde te enseñamos cómo hacer pastel de calabacín al horno sin nata.","['1\nPicamos el calabacín, la cebolla y el tomate en trozos de similar tamaño. Para ello, es importante resaltar que no deben ser demasiado finos.', '2\nPara seguir con la receta de pastel de calabacín sin nata, introducimos en la licuadora los huevos, el queso o el yogur, la avena y la linaza y licuamos. Agregamos sal y pimienta al gusto, e introducimos las verduras anteriores para licuar ligeramente. El objetivo es hacer más pequeños los trozos, no triturarlos por completo.', '3\nEngrasamos un molde o una bandeja de borde alto, vertemos la masa del pastel de calabacín sin nata y horneamos durante 45-50 minutos, con el horno precalentado a 180 ºC. Un saludo', '4\nCuando esté listo, lo retiramos del horno y lo servimos frío o caliente, ya que esta receta de pastel de calabacín sin nata se puede comer como más nos guste. Recomendamos acompañar este pastel salado con una ensalada verde con vinagreta de naranja, por ejemplo, o verduras al horno.']",,4 comensales,45m,Plato principal,Dificultad baja,,['Recetas al horno'],"['1 calabacín', '1 zanahoria', '1 tomate', '4 huevos', '1 bote de queso cottage o yogur natural', '2 cucharadas soperas de salvado de avena', '1 cucharada sopera de harina de linaza', '1 pizca de pimienta negra', '1 pizca de sal']",https://www.recetasgratis.net/receta-de-pastel-de-calabacin-sin-nata-70522.html
¡Listo en 15 minutos!,"¿Quieres descubrir un entrante bueno de verdad? Pues no te pierdas este espectacular y sabroso brócoli con mayonesa tan fácil y rápido de hacer. Averigua cómo prepararlo con este paso a paso que te enseñamos en RecetasGratis y verás que tanto los más pequeños como los más mayores de la casa no dejan ni un trocito en el plato. Además, puedes variar la receta al final y preparar un brócoli con mayonesa al horno gratinándolo así que, ¡tú mismo!","['1\nLava el brócoli bien y córtalo en ramilletes.', '2\nColoca una olla con abundante agua y un poco de sal y llévala a ebullición. Cuando hierva, cuece el brócoli hasta que esté blando (unos 10 minutos aproximadamente. Después escúrrelo bien y reserva.\nTruco: La sal ayudará a fijar el color verde del brócoli cocido con mayonesa.', '3\nMientras tanto, prepara la salsa mayonesa: para ello coloca el huevo cascado en el vaso de la túrmix o batidora eléctrica junto con el aceite y una pizca de sal. Pon el brazo de la túrmix tocando el fondo del vaso y sin levantarlo para nada empieza a batir a velocidad media. Cuando veas que la salsa empieza a espesar entonces puedes ir haciendo movimientos circulares en vertical poco a poco para que se vaya emulsionando del todo. Rectifica de sal y agrega más aceite si quieres más cantidad, pero siempre agregándolo muy poco a poco al mismo tiempo que bates la mayonesa casera.Yo prefiero utilizar un aceite vegetal suave como el de girasol para no darle un sabor muy intenso a la salsa, pero puedes utilizar uno de oliva o sésamo por ejemplo.\nTruco: Si quieres ahorrar aún más tiempo, compra la mayonesa ya hecha pero obviamente, la casera está mucho más buena.', '4\nBaña el brócoli cocido con mayonesa a tu gusto. La cantidad depende de lo mucho que te guste.Si quieres ir al siguiente nivel y hacer el brócoli con mayonesa al horno que también queda estupendo, hornéalo en una fuente apta a 200 ºC durante unos 10 minutos o hasta que se gratine la salsa... ¡y verás qué delicia!Y si te sobra mayonesa, puedes aprovecharla para ponerla en esta ensalada de pasta con pollo y así completar tu menú.']",Valoración: 3 (1 voto),2 comensales,15m,Entrante,Dificultad baja,,[],"['1 pieza de brócoli entero fresco (o congelado)', '1 pizca de sal', 'Agua', '1 huevo', '100 mililitros de aceite de girasol', '1 pizca de sal']",https://www.recetasgratis.net/receta-de-brocoli-con-mayonesa-70520.html
Patatas fritas al horno sin aceite,"Uno de los aperitivos más famosos del mundo, que encanta a la gran mayoría de la gente y que se encuentra en el top ten de la popularidad en la gastronomía mundial, es las patatas fritas. Sí, las inseparables acompañantes de una buena hamburguesa y una burbujeante bebida gaseosa, brillan con luz propia en la mesa. En definitiva, solas o acompañadas, las patatas fritas resultan irresistibles con o sin salsas. Sin embargo, muchas personas reducen su consumo al mínimo por su gran contenido de grasa.Lo más interesante del caso es que si las patatas fritas no se cocinaran con tanto aceite podrían ser una deliciosa fuente energética, excelente para recobrar las energías del organismo rápidamente. ¿Qué contradicción verdad? Por esta razón, en RecetasGratis.net queremos que disfrutes de solo las ventajas de este magnífico clásico de la cocina internacional, sin remordimientos: patatas fritas al horno sin aceite. ¡Sí es posible sin aceite! Esta receta es imperdible por su perfecta semejanza a las patatas fritas tradicionales: crujientes por fuera y suaves por dentro. Una receta económica, facilísima, rapidísima, sanísima y…, ¡súper sabrosa! Sigue leyendo y descubre cómo hacer patatas fritas al horno.","['1\n¡Vamos a preparar primero el pesto de aguacate! Agrega todos los ingredientes para la salsa en la licuadora o procesador de tu preferencia. Recuerda que esto es opcional, ya que en realidad podemos acompañar la receta de patatas fritas al horno sin aceite con cualquier salsa.', '2\nTritura los ingredientes hasta lograr una pasta homogénea. Si prefieres una consistencia menos espesa, puedes agregar un poquito de agua. Hazlo poco a poco, utilizando una cuchara hasta llegar al punto deseado. Reserva.', '3\nLava y seca las patatas muy bien. Retira la cáscara con un cortador de patatas o un cuchillo convencional. Córtalas en bastones, tal y como sueles hacerlo para preparar papas fritas. Pero, si quieres unas patatas más profesionales, corta los 4 bordes, de manera que la patata quedará con una forma de cubo. Rebana ahora piezas cuadradas del cubo. Finalmente, corta los bastones..., ¡patatas perfectas!Si deseas unas patatas fritas al horno sin aceite bonitas, compra papas muy grandes, tersas, de piel fina, uniforme, sin manchas oscuras y con el interior de color blanco.', '4\nEn este paso, puedes elegir entre 2 opciones para preparar estas sabrosas patatas fritas al horno sin aceite:Primera opción: sin huevo.Segunda opción: con huevo.En la primera propuesta, coloca las papas en un bol con hielo y agua. Cuando pasen 10 o 15 minutos, retira las papas y seca con papel absorbente o una toalla de cocina limpia. Prepara una bandeja con papel de hornear o impregna una servilleta de papel con aceite vegetal (preferible de oliva) y desliza sobre la superficie. Finalmente, deposita las papas picadas, agrega sal y pimienta. Si se te antoja agregarle unas gotitas de aceite de oliva sobre las patatas, también vale.\nTruco: Precalienta el horno 10 minutos antes de hornear las papas fritas y aplica una temperatura de 180 ℃.', '5\nSegunda propuesta: coloca dentro de un bol una clara de huevo. Bate con una varilla manual (sirve con un tenedor o dos tenedores que hagan las veces del batidor) hasta lograr que espume. Agrega pimienta (preferiblemente recién molida), pimentón en polvo y sal, y reboza las papas con la mezcla, hasta que queden impregnadas. Prepara una fuente para horno con papel manteca o engrasa con un papel impregnado en aceite. Eso sí, como hablamos de patatas fritas al horno sin aceite, utiliza una cantidad mínima.Existen recetas donde adicionalmente se cubren las patatas con papel aluminio, así se cocinan más rápido. En este caso, el papel de aluminio se coloca del lado más brillante hacia adentro, porque refleja más luz y, por tanto, absorbe más calor. Recuerda ajustar el tiempo en este caso, mediante la observación.', '6\nA los 10 minutos retiramos del horno las patatas fritas al horno y sacamos el papel de hornear. Se pega un poco al principio pero será fácil separarlas. La mezcla que preparamos con la clara de huevo sirve para evitar que se peguen al papel y además les da esa textura crocante.De nuevo, colocamos las patatas en la fuente para horno pero sin el papel. Horneamos durante 15 minutos más o hasta que estén bien doradas. ¡Sorpresa crocante!\nTruco: Recuerda que cada horno posee diferente intensidad de calor, por lo tanto cambian los tiempo de cocción.', '7\n¡Qué sabrosas patatas fritas al horno sin aceite! Aquí todo son ventajas: económicas, fáciles de preparar, saludables y ligeras. Aunque estas patatas no contienen aceite, poseen una textura muy crujiente, una apariencia magnifica y el inconfundible sabor de las patatas fritas tradicionales. ¡Puro sabor ligero!Esta propuesta saludable puede degustarla toda la familia cada vez que se les antoje. Estas patatas fritas sin aceite resultan excelentes acompañantes de hamburguesas, pollo frito, pescado al horno, bistec, etc. ¡Tienes que probarlas y luego me cuentas!']",Valoración: 4 (5 votos),2 comensales,45m,Acompañamiento,Dificultad baja,,['Recetas al horno'],"['1 huevo (la clara)', '1 cucharadita de pimentón (en polvo)', '1 cucharadita de pimienta (recién molida mejor)', '2 patatas (medianas o grandes)', '1 pizca de sal (al gusto)', '1 lámina de papel de hornear (papel manteca)', '1 taza de hojas de albahaca frescas', '½ aguacate maduro grande', '2 dientes de ajo (triturados)', '2 cucharadas soperas de piñones (o merey, nueces, almendras y ajonjolí)', '1 cucharada sopera de zumo de limón (recién exprimido)', '3 cucharadas soperas de agua (opcional)', '25 gramos de queso parmesano rallado (opcional)', '1 pizca de sal (al gusto)']",https://www.recetasgratis.net/receta-de-patatas-fritas-al-horno-sin-aceite-70110.html
Patatas rellenas de setas,"Las patatas rellenas de setas que comparto en RecetasGratis son una receta muy versátil, muy rica y muy fácil de hacer, además es perfecta para un almuerzo o cena. Para preparar la receta primero tenemos que cocinar las patatas al horno y después rellenarlas. El relleno que vamos a utilizar es de setas preparadas con una especie de majado de pan y ajo y con pimentón, por tanto, el sabor y la preparación recuerda mucho a la sopa castellana. ¡Las patatas rellenas de boletus crujientes quedan deliciosas con un toque picante en combinación con la frescura de la verdura y el sabor agridulce de los encurtidos!","['1\nPara preparar las patatas, lávalas bien y pincha con un cuchillo en varios sitios. Precalienta el horno a 180 grados, cubre la bandeja de horno con papel de aluminio y coloca las patatas encima. Hornea las patatatas durante una hora dándoles la vuelta a los 30 minutos.', '2\nCalienta el aceite en una sartén y fríe los dientes de ajo pelados sin cortar. Cuando estén bien dorados, retíralos y colócalos en un mortero.', '3\nEn el mismo aceite fríe el pan de molde cortado en dados hasta que se dore bien por todos los lados. Retira el pan y colócalo en el mortero.', '4\nAñade el comino al mortero y machaca los ajos y el pan.', '5\nCorta las setas en trozos, calienta una sartén con un poco de aceite y cocina las setas removiendo un poco. Añade la sal y el pimentón, remueve y cocina varios minutos más. Incorpora el pan de molde y los ajos machacados y 2 cucharadas de agua a la sartén y remueve.\nTruco: Puedes utilizar otro tipo de setas si te gustan más.', '6\nCocina las setas alrededor de 10 minutos o más hasta que queden listas y la salsa se reduzca un poco.', '7\nCuando las patatas estén blandas, ábrelas por la mitad a lo largo sin cortar hasta el final. Salpiméntalas bien y remueve la pulpa con una cuchara sin sacarla de la patata.', '8\nRellena las patatas colocando encima las hojas de lechuga, los pepinillos y encurtidos, la zanahoria rallada y las setas a la castellana. También puede probar estas patatas rellenas de champiñones y jamón tan ricas.', '9\nSirve las patatas rellenas de boletus con un poco de cilantro fresco y con tu salsa favorita. ¿Te han gustado estas patatas rellenas de setas? Pues en mi blog Vegspiration encontrarás muchas más recetas de patatas y de rellenos que puedes utilizar para este tipo de preparaciones.']",,4 comensales,1h 30m,Plato principal,Dificultad baja,,['Recomendada para veganos'],"['4 patatas grandes', '400 gramos de setas de cardo u ostras', '1 rebanada de pan de molde', '1 cucharadita de comino', '3 dientes de ajo', '1 cucharadita de pimentón dulce', '1 cucharadita de pimentón picante', '1 chorro de aceite', '½ cucharadita de aceite', '4 hojas de lechuga', '4 pepinillos grandes u otros encurtidos', '1 zanahorias', '1 cucharada sopera de cilantro', '1 pizca de pimienta negra']",https://www.recetasgratis.net/receta-de-patatas-rellenas-de-setas-70432.html
¡Muy crujientes y sabrosas!,"Las patatas deluxe al horno son una deliciosa alternativa a las patatas fritas y su fama es debida a que se sirven en la famosa cadena de comida rápida McDonald's. Esta es una versión casera de las patatas Deluxe del McDonald's con mucho sabor y aroma. Se trata de unas patatas cortadas en forma de gajos, sazonadas con diferente especias y cocinadas al horno hasta crujientes y doradas. Son una guarnición estupenda y también las puedes servir con la salsa deluxe, cuya receta puedes encontrar en mi perfil de RecetasGratis.","['1\nLava muy bien las patatas y córtalas en gajos grandes sin pelarlas previamente.', '2\nColoca las patatas en un cuenco y añade todas las especias con la harina y el almidón de maíz.', '3\nAñade un buen chorro de aceite de oliva y remueve hasta que todas las patatas gajo estén sazonadas.', '4\nForra una bandeja con papel vegetal/sulfurizado y coloca las patatas gajo al horno en filas sobre la bandeja.', ""5\nHornea las patatas deluxe del McDonald's con el horno precalentado a 180 ºC durante 20-25 minutos hasta que se doren."", '6\nSirve las patatas deluxe al horno con salsa deluxe vegana, cuya receta puedes encontrar en mi perfil de RecetasGratis.Igualmente, puedes encontrar muchísimas otras recetas con patatas o de salsas en mi blog Vegspiration.']","Valoración: 4,5 (2 votos)",2 comensales,45m,Acompañamiento,Dificultad baja,,['Recetas al horno'],"['4 patatas', '1 cucharada sopera de harina de trigo', '1 cucharada sopera de fécula de maíz, almidón de maíz o maicena', '1 cucharadita de pimentón ahumado', '1 cucharadita de orégano', '1 cucharadita de tomillo', '1 cucharadita de estragón', '1 cucharadita de ajo en polvo', '1 cucharadita de canela en polvo', '½ cucharadita de nuez moscada', '1 cucharadita de sal', '1 pizca de pimienta negra', '1 chorro de aceite de oliva']",https://www.recetasgratis.net/receta-de-patatas-deluxe-al-horno-70328.html
Caponata siciliana de berenjenas,"La caponata italiana es un plato tradicional de la cocina siciliana. Existen muchas versiones de la caponata pero los ingredientes típicos son la berenjena, el tomate, las aceitunas, el apio y las alcaparras. El proceso de la preparación es muy sencillo y consiste en cortar todos los ingredientes en dados y cocinarlos en aceite de oliva. En esta receta de caponata siciliana de berenjenas que traigo a RecetasGratis he incorporado un ingrediente más que son las setas ostra o setas cultivadas que darán más cuerpo y textura al plato. Actualmente la caponata siciliana o estofado de berenjena se sirve como una guarnición, pero también es perfecta para servir como un entrante con unas tostadas de pan o como salsa para la pasta.","['1\nPara preparar la caponata siciliana el primer paso es cortar todos los ingredientes. Corta las berenjenas en dados pequeños, trocea las setas en trozos medianos, pica la cebolla, el puerro y el ajo, corta las aceitunas en rodajas y trocea las nueces. También escurre las alcaparras.', '2\nColoca la berenjena cortada en un recipiente y añade abundante cantidad de sal y un chorro de aceite. Remueve y déjalas reposar durante media hora para eliminar el amargor. A continuación, coloca las berenjenas en un escurridor y lávalas para quitar la sal. Deja que escurran bien.', '3\nCorta 3 de los tomates en trozos medianos y tritura los 4 restantes.', '4\nCalienta una cazuela con un chorro de aceite y sofríe la berenjena hasta que quede dorada. Añade el apio y las setas y remueve.', '5\nPor otra parte, en una sartén calienta un poco de aceite y pocha la cebolla durante unos 7-8 minutos. Incorpora la cebolla a la olla de la caponata con la berenjena.', '6\nEn la misma sartén sofríe el ajo. Cuando empiece a dorarse incorpora el tomate triturado. Cocina el tomate durante 5-7 minutos hasta que empiece a espesar. Añade el resto de los tomates troceados y remueve.', '7\nIncorpora el tomate a la olla con la berenjena, remueve y cocina durante varios minutos más.', '8\nMientras tanto, añade a la olla con la berenjena el azúcar, el vinagre, la sal, la pimienta, las aceitunas, las alcaparras y las nueces. Cocina 5 minutos más removiendo de vez en cuando. Tapa la olla y deja la caponata italiana reposar durante 10 minutos.', '9\nSirve la caponata siliciana o estofado de berenjenas y setas con rebanadas de pan de pueblo.', '10\nTambién puedes servir esta caponata siciliana de berenjenas con otras preparaciones, por ejemplo, con pasta. ¿Quieres conocer más platos tradicionales con verduras? Pues entra en en mi blog de inspiración vegana Vegspiration.']",,8 comensales,45m,Entrante,Dificultad baja,,"['Recomendada para veganos', 'Recomendada para vegetarianos', 'Recetas italianas']","['1 kilogramo de berenjenas', '200 gramos de aceitunas verdes o negras', '50 gramos de alcaparras', '200 gramos de setas ostra', '2 cebollas', '3 ramas de apio', '7 tomates', '2 dientes de ajo', '1 chorro de aceite de oliva', '2 cucharadas soperas de azúcar', '1 chorro de vinagre de manzana', '1 cucharadita de sal', '1 pizca de pimienta negra', '1 puñado de nueces']",https://www.recetasgratis.net/receta-de-caponata-siciliana-de-berenjenas-70314.html
Albóndigas de brócoli y queso,"Me encantan las albóndigas y los buñuelos porque son perfectos para acabar con las sobras que tenemos en la nevera. Además, prácticamente no necesitan esfuerzo e, incluso, se pueden congelar. Siempre tengo albóndigas o buñuelos caseros en mi congelador para salvar un almuerzo o servir cuando tengo visitas inesperadas. Esta es una receta de albóndigas de brócoli que también podrían considerarse buñuelos, con quesos variados y un toque de albahaca delicioso. Quédate en RecetasGratis y descubre cómo hacer albóndigas de brócoli y queso, ¡te encantarán!","['1\nEmpieza la receta de albóndigas de brócoli mezclando todos los ingredientes en un bol o recipiente con la capacidad suficiente. Recuerda que puedes utilizar queso cheddar o mozzarella, ¡el que más te guste!', '2\nCoge pequeñas porciones de masa y haz bolitas con las manos. Sobre el tamaño de las albóndigas de brócoli y queso, lo ideal es que podamos comerlas en dos bocados como máximo.', '3\nEl siguiente paso de esta receta de albóndigas de brócoli es pasar las bolas por pan rallado. \nTruco: En este momento, puedes colocar las bolas en un recipiente adecuado y congelarlas hasta 3 meses.', '4\nCocina las albóndigas de brócoli al horno, a 190 ºC, durante 25 minutos, o hasta que estén listas para servir. Esta es una forma mucho más saludable de consumirlas, ya que evitamos el exceso de aceite.\nTruco: Si quieres, puedes reservarlas en la nevera de un día para otro o cocinarlas fritas. ¡Quedan muy crujientes!', '5\n¡Listas para servir! Ahora que sabes cómo hacer albóndigas de brócoli y queso, anímate a prepararlas y acompáñalas con tu salsa favorita, que puede ser salsa de tomate sencilla o una más elaborada, como salsa curry. Si lo prefieres, también puedes consumir este plato sin salsa, ya que también podría considerarse buñuelos de brócoli. ¡No olvides dejar tu comentario!']","Valoración: 3,5 (6 votos)",6 comensales,30m,Entrante,Dificultad baja,,"['Recomendada para vegetarianos', 'Recetas al horno']","['1 taza de brócoli picado', '1 huevo', '3 cucharadas soperas de pan rallado', '⅓ taza de queso cheddar rallado (o mozzarella)', '¼ taza de queso feta o ricotta', '½ cucharada sopera de albahaca seca']",https://www.recetasgratis.net/receta-de-albondigas-de-brocoli-y-queso-70225.html
Tomates rellenos de atún sin horno,"Tomates rellenos de ensaladilla con atún y mayonesa, el plato ideal para el verano. Un plato sencillo y fresquito que podemos preparar con antelación.La ensaladilla es un plato tradicional muy conocido, de hecho, en esta época es bastante común encontrar en los bares tapas de ensaladilla rusa. En este plato la he preparado para rellenar unos tomates y preparar un entrante muy vistoso y que está muy bueno, ideal para empezar una comida. Además, ¡no es necesaria la cocción en el horno! Seguid el paso a paso que os propongo en RecetasGratis y aprended cómo hacer tomates rellenos de atún sin horno.","['1\nPreparamos todos los ingredientes con antelación para elaborar los tomates rellenos de atún sin horno más rápido..', '2\nEmpezamos la receta de tomates rellenos por la elaboración de la ensaladilla rusa. Si es congelada la ponemos a cocer con abundante agua y un poquito de sal. Si la compráis cocida este paso ya lo tendréis.', '3\nCocemos los huevos durante 10 minutos, los dejamos enfriar, los pelamos y los reservamos para seguir con la preparación de los tomates rellenos de atún sin horno.', '4\nPreparamos la mayonesa con un chorro de limón y la reservamos en la nevera.', '5\nVaciamos los tomates quitando las pepitas. Podemos llevar a cabo este paso cortando la parte superior y retirando la pulpa con una cuchara pequeña.', '6\nAhora, preparamos el relleno de los tomates. Para ello, en un bol ponemos la ensaladilla que ya hemos cocido y dejado escurrir. Añadimos los huevos cocidos picados, el atún y lo mezclamos con la mayonesa. Si queremos, podemos agregar también la pulpa de los tomates.', '7\nLavamos unas hojas de lechuga y las ponemos en la base de una fuente.', '8\nRellenamos los tomates con la mezcla de ensaladilla, atún y mayonesa.', '9\nLos dejamos en la nevera hasta la hora de servir. Cuando los vayamos a degustar, los colocamos sobre las hojas de lechuga y dejamos al lado las tapas de los tomates, ¡ya que aquí se aprovecha todo! ¡Listo para comer! Estos tomates rellenos de atún sin horno son todo un manjar fácil de hacer, rápido y económico. En mi blog Cocinando con Montse encontraréis muchas recetas más igual de deliciosas.']",,4 comensales,45m,Entrante,Dificultad baja,,[],"['4 tomates', '3 latas de atún en aceite', '4 huevos', '400 gramos de ensaladilla cocida o congelada', '1 bote de aceitunas', '1 lechuga', '1 huevo', '1 limón', '1 pizca de sal', '100 mililitros de aceite de girasol']",https://www.recetasgratis.net/receta-de-tomates-rellenos-de-atun-sin-horno-70207.html
Espaguetis de calabacín con gambas al ajillo,"Los espaguetis de calabacín son una receta baja en carbohidratos ideal para substituir los espaguetis hechos con harinas en el almuerzo o la cena, con la ventaja de que además están muy sabrosos, son libres de gluten y están llenos de nutrientes. ¡Comprueba todos los pasos de esta receta de espaguetis de calabacín con gambas al ajillo que te enseñamos en RecetasGratis y verás lo fácil y rápido que es hacer este plato!","['1\nReúne todos los ingredientes necesarios para hacer los espaguetis de calabacín.\nTruco: Deja que se descongelen las gambas en el caso de que no sean frescas.', '2\nPica los ajos y fríelos en el aceite de olivajunto con la guindilla picada a fuego bajo. No dejes remover para evitar que se quemen.', '3\nUna vez el ajo esté bien dorado, agrega las gambas peladas y fríelas durante unos 5 minutos. Salpimiéntalas al gusto.', '4\nMientras se cocinan los camarones, empieza a rallar los calabacines utilizando el utensilio apropiado o simplemente un rallador fino. Cuando estén listos, añade los espaguetis a las gambas.\nTruco: Para evitar que el calabacín suelte mucha agua al cocinarlo coloca los espaguetis en un paño de cocina previamente y apriete bien fuerte.', '5\nRemueve bien, rectifica de sal y pimienta si es necesario y cocina los espaguetis de calabacín con gambas al ajillo durante unos 5 minutos para integrar todos los sabores. Luego espolvorea un poco de queso parmesano rallado por encima y ¡disfrútalos!']",,3 comensales,30m,Plato principal,Dificultad baja,,['Receta sin gluten'],"['360 gramos de gambas peladas frescas o congeladas', '3 calabacines', '2 dientes de ajo', '1 guindilla o cayena', '2 cucharadas soperas de aceite de oliva', 'Sal al gusto', 'Pimienta negra al gusto', '1 puñado de queso parmesano al gusto']",https://www.recetasgratis.net/receta-de-espaguetis-de-calabacin-con-gambas-al-ajillo-70188.html
Judías verdes con jamón y cebolla,"Judías verdes con jamón y cebolla, un plato de verdura con mucho sabor. Una receta saludable y sencilla de preparar que comparto con RecetaGratis. Un plato diferente del típico plato de judías con patatas. Con estas judías verdes salteadas con jamón y cebolla hacen que no nos queda un plato excelente y una combinación riquísima. Seguro que si lo probáis repetiréis.","['1\nPreparamos todos los ingredientes. Lavamos las judías y las cortamos en trozos.', '2\nPonemos un cazo con agua al fuego con un poco de sal y cuando empiece a hervir, introduciremos las judías verdes y las dejaremos cocer hasta que queden tiernas.', '3\nCortamos las cebolla. Ponemos una satén con un buen chorro de aceite y cuando esté caliente añadimos la cebolla.', '4\nDejaremos la cebolla a fuego medio hasta que quede bien pochada.', '5\nCuando esté la cebolla añadiremos los tacos de jamón, removemos.', '6\nCuando estén las judías hervidas las escurrimos bien.', '7\nAñadimos las judías verdes a la cazuela junto con la cebolla y el jamón. Dejamos unos minutos removiendo para que se mezclen los sabores, probamos de sal, aunque el jamón ya soltará bastante sabor.', '8\nListo. Servimos las judías verdes con jamón y cebolla recién hechas. Si te sobra jamón puedes aprovecharlo para hacer esta croquetas de jamón y huevo tan ricas o pasarte por mi blog Cocinando con Montse y buscar alguna receta con este ingrediente que te guste.']","Valoración: 4,5 (2 votos)",4 comensales,30m,Entrante,Dificultad baja,,[],"['600 gramos de judías verdes', '100 gramos de tacos de jamón', '2 cebollas', '1 chorro de aceite', '1 pizca de sal']",https://www.recetasgratis.net/receta-de-judias-verdes-con-jamon-y-cebolla-70167.html
Brazo gitano salado de coliflor,"El brazo gitano salado de coliflor es una receta sencilla y original, que nos permite descubrir una variedad del tradicional plato sin gluten, puesto que la masa no lleva harina. Eso sí, para que sea sin gluten es preciso que la mayonesa sea casera o que comprobemos que es libre de gluten. Quédate en RecetasGratis y descubre el paso a paso para prepararlo en casa.","['1\nPicamos la coliflor y la ponemos en el microondas sazonada con las especias durante 3 minutos. Dejamos enfriar y seguimos con la receta del brazo gitano salado.', '2\nBatimos los huevos y los incorporamos a la coliflor. Luego, en una bandeja de horno con papel de hornear extendemos la mezcla.', '3\nHorneamos la masa de coliflor a 180 grados por 15 minutos.', '4\nDejamos enfriar la base y le untamos mayonesa, ponemos las lonchas de jamón y las alcaparras al gusto para rellenar el brazo gitano de coliflor.', '5\nLo enrollamos, lo liamos en papel film y lo metemos a la nevera como mínimo durante 2 horas. Pasado este tiempo, ya podremos cortar y servir el brazo gitano salado de coliflor.']",,5 comensales,4h,Entrante,Dificultad media,,['Receta sin gluten'],"['1 coliflor', '3 huevos', 'Jamón en lonchas', 'Mayonesa', 'Alcaparras', 'Ajo en polvo, pimienta y orégano']",https://www.recetasgratis.net/receta-de-brazo-gitano-salado-de-coliflor-70152.html
